address,school_name,school_type,school_year
"7020 E Shelby Dr Ste 104, Memphis, TN 38125",Tennessee Academy of Cosmetology LLC,Private for-profit,< 2-year
"7041 Stage Rd Ste 101, Memphis, TN 38133",Tennessee Academy of Cosmetology LLC,Private for-profit,< 2-year
"443 Donelson Pike\nSuite #110, Nashville, TN 37241",Tennessee Career College,Private for-profit,2-year
"1412 Trotwood Avenue\nSuite 1, Columbia, TN 38401",Tennessee Career Institute,Public,< 2-year
"4704 Western Ave, Knoxville, TN 37921",Tennessee School of Beauty of Knoxville Inc,Public,< 2-year
"3500 John Merritt Blvd, Nashville, TN 37209",Tennessee State University,Public,4-year
"1 William L. Jones Drive, Cookeville, TN 38505",Tennessee Technological University,Public,4-year
"1635 Vo Tech Dr, Athens, TN 37371",Tennessee Technology Center at Athens,Public,2-year
"1600 Hwy 51 South, Covington, TN 38019",Tennessee Technology Center at Covington,Public,2-year
"910 Miller Avenue, Crossville, TN 38555",Tennessee Technology Center at Crossville,Public,2-year
"3070 Hwy. 64 West, Crump, TN 38327",Tennessee Technology Center at Crump,Public,2-year
"740 Hwy 46, Dickson, TN 37055",Tennessee Technology Center at Dickson,Public,2-year
"426 Highway 91, Elizabethton, TN 37643",Tennessee Technology Center at Elizabethton,Public,2-year
"1745 Harriman Highway, Harriman, TN 37748",Tennessee Technology Center at Harriman,Public,2-year
"716 McMurry Blvd, Hartsville, TN 37074",Tennessee Technology Center at Hartsville,Public,2-year
"813 West Main, Hohenwald, TN 38462",Tennessee Technology Center at Hohenwald,Public,2-year
"265 Elkins Rd, Jacksboro, TN 37757",Tennessee Technology Center at Jacksboro,Public,2-year
"2468 Technology Center Drive, Jackson, TN 38301",Tennessee Technology Center at Jackson,Public,2-year
"1100 Liberty St, Knoxville, TN 37919",Tennessee Technology Center at Knoxville,Public,2-year
"740 High Tech Dr, Livingston, TN 38570",Tennessee Technology Center at Livingston,Public,2-year
"16940 Highland Dr, McKenzie, TN 38201",Tennessee Technology Center at McKenzie,Public,2-year
"241 Vo Tech Dr, McMinnville, TN 37110",Tennessee Technology Center at McMinnville,Public,2-year
"550 Alabama Ave, Memphis, TN 38105",Tennessee Technology Center at Memphis,Public,2-year
"821 W Louise Ave, Morristown, TN 37813",Tennessee Technology Center at Morristown,Public,2-year
"1303 Old Fort Pky, Murfreesboro, TN 37129",Tennessee Technology Center at Murfreesboro,Public,2-year
"100 White Bridge Rd, Nashville, TN 37209",Tennessee Technology Center at Nashville,Public,2-year
"340 Washington St, Newbern, TN 38059",Tennessee Technology Center at Newbern,Public,2-year
"355 Scott High Drive, Huntsville, TN 37756",Tennessee Technology Center at Oneida-Huntsville,Public,2-year
"312 S Wilson Street, Paris, TN 38242",Tennessee Technology Center at Paris,Public,2-year
"1233 E College St, Pulaski, TN 38478",Tennessee Technology Center at Pulaski,Public,2-year
"127 Industrial Drive, Ripley, TN 38063",Tennessee Technology Center at Ripley,Public,2-year
"1405 Madison St, Shelbyville, TN 37160",Tennessee Technology Center at Shelbyville,Public,2-year
"1685 Highway 64, Whiteville, TN 38075",Tennessee Technology Center at Whiteville,Private for-profit,2-year
"1815 Union Ave, Chattanooga, TN 37404",Tennessee Temple University,Private not-for-profit,4-year
"204 East College Street, Athens, TN 37303",Tennessee Wesleyan College,Private not-for-profit,4-year
,Tepper School of Business,,
"2830 Napoleon Rd, Fremont, OH 43420",Terra Community College,Private for-profit,2-year
,Terry College of Business,,
"6315 Bren Mar Dr, Alexandria, VA 22312",TESST College of Technology-Alexandria,Private for-profit,2-year
"1520 S Caton Ave, Baltimore, MD 21227",TESST College of Technology-Baltimore,Private for-profit,2-year
"4600 Powder Mill Rd, Beltsville, MD 20705",TESST College of Technology-Beltsville,Private for-profit,2-year
"803 Glen Eagles Ct, Towson, MD 21286",TESST College of Technology-Towson,Public,2-year
"80 Moonachie Ave, Teterboro, NJ 07608",Teterboro School of Aeronautics,Private for-profit,2-year
"2500 N Robison Rd, Texarkana, TX 75599",Texarkana College,Public,2-year
"5201 University Boulevard\n, Laredo, TX 78041",Texas A & M International University,Public,4-year
"6300 Ocean Drive\n, Corpus Christi, TX 78412",Texas A & M University - Corpus Christi,Public,4-year
"MSC 105\n, Kingsville, TX 78363",Texas A & M University - Kingsville,Public,4-year
"PO Box 1675, Galveston, TX 77553",Texas A & M University at Galveston,Public,4-year
"PO Box  3011\n, Commerce, TX 75429",Texas A & M University-Commerce,Public,4-year
"2600 North Robison Road, Texarkana, TX 75505",Texas A & M University-Texarkana,Public,4-year
"8441 State Hwy 47, Clinical Building 1 - Suite 3100, Bryan, TX 77807",Texas A&M Health Science Center,Private for-profit,4-year
"805 Rudder Tower, College Station, TX 77843",Texas A&M University,Public,4-year
"9275 Richmond Ave #180, Houston, TX 77063",Texas Barber Colleges and Hairstyling Schools,Private for-profit,< 2-year
"5148 South Lancaster, Dallas, TX 75241",Texas Barber Colleges and Hairstyling Schools Branch Campus #1,Private for-profit,< 2-year
"2406 Gus Thomasson, Dallas, TX 75228",Texas Barber Colleges and Hairstyling Schools Branch Campus #2,Private for-profit,< 2-year
"610 West Cavalcade, Houston, TX 77009",Texas Barber Colleges and Hairstyling Schools Branch Campus #5,Private for-profit,< 2-year
"9275 Richmond Ave\nSte 168, Houston, TX 77063",Texas Barber Colleges and Hairstyling Schools Branch Campus #6,Private for-profit,< 2-year
"1212D S Frazier, Conroe, TX 77301",Texas Barber Colleges and Hairstyling Schools Branch Campus #7,Private for-profit,< 2-year
"1015 Jackson-Keller Rd Ste 102a, San Antonio, TX 78213",Texas Careers,Private for-profit,2-year
"194 Gateway, Beaumont, TX 77701",Texas Careers-Beaumont,Private for-profit,2-year
"6410 McPherson, Laredo, TX 78041",Texas Careers-Laredo,Private for-profit,2-year
"1421 9th Street, Lubbock, TX 79401",Texas Careers-Lubbock,Private for-profit,2-year
"5912 Spencer Hwy, Pasadena, TX 77505",Texas Chiropractic College Foundation Inc,Private not-for-profit,4-year
"2800 S University Dr, Fort Worth, TX 76129",Texas Christian University,Private not-for-profit,4-year
"2404 N. Grand Avenue, Tyler, TX 75702",Texas College,Private not-for-profit,4-year
"117 Sayles Blvd., Abilene, TX 79605",Texas College of Cosmetology,Private not-for-profit,< 2-year
"918 N Chadbourne, San Angelo, TX 76903",Texas College of Cosmetology,Private for-profit,< 2-year
"4005 Manchaca Rd, Austin, TX 78704",Texas College of Traditional Chinese Medicine,Private for-profit,4-year
"6915 S Hwy 63, Houston, MO 65483",Texas County Technical Institute,Private for-profit,2-year
"11400 Burnet Road\nSuite 2100, Austin, TX 78758",Texas Culinary Academy,Private for-profit,2-year
"11211 Katy Fwy Ste 170, Houston, TX 77079",Texas Health School,Private for-profit,< 2-year
"1000 W. Court St, Seguin, TX 78155",Texas Lutheran University,Private not-for-profit,4-year
"12030 East Freeway, Houston, TX 77029",Texas School of Business East Inc,Private for-profit,< 2-year
"711 Airtex Dr, Houston, TX 77073",Texas School of Business Inc,Private for-profit,2-year
"3208 Fm 528, Friendswood, TX 77546",Texas School of Business-Friendswood Inc,Public,2-year
"6363 Richmond Ste 300, Houston, TX 77057",Texas School of Business-Southwest Inc,Public,2-year
"3100 Cleburne St, Houston, TX 77004",Texas Southern University,Public,4-year
"80 Fort Brown, Brownsville, TX 78520",Texas Southmost College,Public,2-year
"1902 North Loop 499, Harlingen, TX 78550","Texas State Technical College, Harlingen",Public,2-year
"2650 E End Blvd\nSouth, Marshall, TX 75672","Texas State Technical College, Marshall",Public,2-year
"3801 Campus Dr, Waco, TX 76705","Texas State Technical College, Waco",Public,2-year
"300 Homer K. Taylor Drive, Sweetwater, TX 79556","Texas State Technical College, West Texas",Private for-profit,2-year
"601 University Dr, San Marcos, TX 78666","Texas State University, San Marcos",Public,4-year
"Broadway and University Avenue, Lubbock, TX 79409",Texas Tech University,Public,4-year
"3601 4th Street\nRoom 3B305A, Lubbock, TX 79430",Texas Tech University Health Sciences Center,Private for-profit,4-year
,Texas Tech University School of Law,,
"1921 E Red River, Victoria, TX 77901",Texas Vocational Schools Inc,Private for-profit,< 2-year
,Texas Wesleyan School of Law,,
"1201 Wesleyan St, Fort Worth, TX 76105",Texas Wesleyan University,Private not-for-profit,4-year
"304 Administration Dr, Denton, TX 76201",Texas Woman's University,Public,4-year
"750 E King St, Lancaster, PA 17602",Thaddeus Stevens College of Technology,Public,2-year
"12875 chapman ave, garden grove, CA 92840",Thanh Le College School of Cosmetology,Private for-profit,< 2-year
"Cloverleaf Mall D-4, Hattiesburg, MS 00000",The Academy of Hair Design Six,Private for-profit,< 2-year
"240 Northwest Mall, Houston, TX 77092",The Academy of Health Care Professions,Private for-profit,2-year
"4738 N. W. Loop 410, San Antonio, TX 78229",The Academy of Health Care Professions,Private for-profit,2-year
"8313 Southwest Freeway-Ste 300, Houston, TX 77074",The Academy of Health Care Professions,Private not-for-profit,< 2-year
"16052 Beach Blvd St 263n, Huntington Beach, CA 92647",The Academy of Radio and TV Broadcasting,Private for-profit,< 2-year
"405 W 55th Street, New York, NY 10019",The Ailey School,Private for-profit,2-year
"5000 Marble NE, Albuquerque, NM 87110",The Art Center Design College-Albuquerque,Private for-profit,4-year
"2525 N Country Club Rd, Tucson, AZ 85716",The Art Center Design College-Tucson,Private for-profit,4-year
"6600 Peachtree Dunwoody Rd.\n100 Embassy Row, Atlanta, GA 30328",The Art Institute of Atlanta,Private for-profit,4-year
"700 Beacon St, Boston, MA 02215",The Art Institute of Boston at Lesley University,Private not-for-profit,4-year
"630 East Brier Drive, San Bernardino, CA 92408",The Art Institute of California-Inland Empire,Private for-profit,4-year
"2900 31st St, Santa Monica, CA 90405",The Art Institute of California-Los Angeles,Private for-profit,4-year
"3601 W Sunflower Ave, Santa Ana, CA 92704",The Art Institute of California-Orange County,Private for-profit,4-year
"2850 Gateway Oaks Dr-Ste 100, Sacramento, CA 95833",The Art Institute of California-Sacramento,Private for-profit,4-year
"7650 Mission Valley Road, San Diego, CA 92108",The Art Institute of California-San Diego,Private for-profit,4-year
"1170 Market St, San Francisco, CA 94102",The Art Institute of California-San Francisco,Private for-profit,4-year
"24 N. Market St, Charleston, SC 29401",The Art Institute of Charleston,Private for-profit,4-year
"Three Lakepointe Plaze\n2110 Water Ridge Parkway, Charlotte, NC 28217",The Art Institute of Charlotte,Private for-profit,4-year
"1171 East Kemper Road, Cincinnati, OH 45246",The Art Institute of Cincinnati,Private for-profit,2-year
"1200 Lincoln Street, Denver, CO 80203",The Art Institute of Colorado,Private for-profit,4-year
"8080 Park Lane #100, Dallas, TX 75231",The Art Institute of Dallas,Private for-profit,4-year
"1799 SE 17th St, Fort Lauderdale, FL 33316",The Art Institute of Fort Lauderdale Inc,Private for-profit,4-year
"1900 Yorktown Street, Houston, TX 77056",The Art Institute of Houston,Private for-profit,4-year
"3500 DePauw Blvd Suite 1010, Indianapolis, IN 46268",The Art Institute of Indianapolis,Private for-profit,4-year
"2350 Corporate Circle, Henderson, NV 89074",The Art Institute of Las Vegas,Private for-profit,4-year
"75 Varick St 16th Fl, New York, NY 10013",The Art Institute of New York City,Private for-profit,2-year
"8845 Governor's HIll Dr., Cincinnati, OH 45249",The Art Institute of Ohio-Cincinnati,Private for-profit,4-year
"1622 Chestnut Street, Philadelphia, PA 19103",The Art Institute of Philadelphia,Private for-profit,4-year
"2233 W Dunlap Ave, Phoenix, AZ 85021",The Art Institute of Phoenix,Private for-profit,4-year
"420 Boulevard of the Allies, Pittsburgh, PA 15219",The Art Institute of Pittsburgh,Private for-profit,4-year
"1122 NW Davis St., Portland, OR 97209",The Art Institute of Portland,Private for-profit,4-year
"121 W Election Rd - Ste 100, Draper, UT 84020",The Art Institute of Salt Lake City,Private for-profit,4-year
"2323 Elliott Ave, Seattle, WA 98121",The Art Institute of Seattle,Private for-profit,4-year
"100 Centerview Drive\nSuite 250, Nashville, TN 37214",The Art Institute of Tennessee-Nashville,Private for-profit,4-year
"1030 North Alvernon Way, Tucson, AZ 85711",The Art Institute of Tucson,Private for-profit,4-year
"1820 N Fort Myer Dr, Arlington, VA 22209",The Art Institute of Washington,Private for-profit,4-year
"15 S 9th Street, Minneapolis, MN 55402",The Art Institutes International Minnesota,Private for-profit,4-year
"5400 College Dr, Graceville, FL 32440",The Baptist College of Florida,Private not-for-profit,4-year
,The Barney School of Business,,
"2215 N Military Trl, West Palm Beach, FL 33409",The Beauty Institute,Private not-for-profit,< 2-year
"8 the Fenway, Boston, MA 02215",The Boston Conservatory,Private not-for-profit,4-year
"2250 W. Peoria Ave. A-100, Phoenix, AZ 85029",The Bryman School,Private for-profit,2-year
,The Carroll School of Management,,
"2139 Auburn Avenue, Cincinnati, OH 45219",The Christ College of Nursing and Health Sciences,Private for-profit,2-year
"2100 Rt 38 & Mall Dr, Cherry Hill, NJ 08002",The Chubb Institute-Cherry Hill,Private for-profit,< 2-year
"40 Journal Square\n1st Floor, Jersey City, NJ 07306",The Chubb Institute-Jersey City,Private for-profit,< 2-year
"498 Seventh Avenue 17th Floor, New York, NY 10018",The Chubb Institute-Manhattan,Private for-profit,< 2-year
"US Route 1\nSouth, North Brunswick, NJ 08902",The Chubb Institute-North Brunswick,Private for-profit,< 2-year
"959 Route 46 East, Parsippany, NJ 07054",The Chubb Institute-Parsippany,Private for-profit,< 2-year
"400 S. State Rd, Springfield, PA 19064",The Chubb Institute-Springfield,Private for-profit,< 2-year
"2112 Cleveland Blvd, Caldwell, ID 83605",The College of Idaho,Private not-for-profit,4-year
"2000 Pennington Road, Ewing, NJ 08628",The College of New Jersey,Public,4-year
"29 Castle Pl, New Rochelle, NY 10805",The College of New Rochelle,Private not-for-profit,4-year
"1520 West Division Street, Chicago, IL 60622",The College of Office Technology,Private not-for-profit,2-year
"432 Western Ave, Albany, NY 12203",The College of Saint Rose,Private not-for-profit,4-year
"1200 Kenwood Ave, Duluth, MN 55811",The College of Saint Scholastica,Private not-for-profit,4-year
"3020 Lubbock, Fort Worth, TX 76109",The College of Saint Thomas More,Private not-for-profit,4-year
"325 Central Ave, White Plains, NY 10606",The College of Westchester,Private for-profit,4-year
"1189 Beall Avenue, Wooster, OH 44691",The College of Wooster,Private not-for-profit,4-year
"1719 E 19th Ave, Denver, CO 80218",The Colorado Center for Medical Laboratory Science,Private for-profit,4-year
"7201 Rossville Blvd., Baltimore, MD 21237",The Community College of Baltimore County,Public,2-year
"361 W Chestnut, Chicago, IL 60610",The Cooking and Hospitality Institute of Chicago,Private for-profit,2-year
"10850 Emmet St, Omaha, NE 68164",The Creative Center,Public,4-year
"812 Lambert Dr, Atlanta, GA 30324",The Creative Circus,Private for-profit,2-year
"1726 Locust St, Philadelphia, PA 19103",The Curtis Institute of Music,Private not-for-profit,4-year
"150 South College St, Carlisle, PA 17013",The Dickinson School of Law of the Pennsylvania State University,Private for-profit,4-year
,The Erivan K. Haub School of Business,,
